# l                Dl               -dDl             +dDl             
  1.51000000e+03   6.27144910e+02   3.42659638e+01   3.42659638e+01
  1.51100000e+03   5.98585272e+02   3.41522746e+01   3.41522746e+01
  1.51200000e+03   6.98545611e+02   3.40383706e+01   3.40383706e+01
  1.51300000e+03   6.90784872e+02   3.39242892e+01   3.39242892e+01
  1.51400000e+03   6.61617766e+02   3.38100848e+01   3.38100848e+01
  1.51500000e+03   6.13206469e+02   3.36957439e+01   3.36957439e+01
  1.51600000e+03   6.24786415e+02   3.35813122e+01   3.35813122e+01
  1.51700000e+03   6.03296436e+02   3.34668252e+01   3.34668252e+01
  1.51800000e+03   6.46088853e+02   3.33523172e+01   3.33523172e+01
  1.51900000e+03   6.55983244e+02   3.32378250e+01   3.32378250e+01
  1.52000000e+03   6.03181332e+02   3.31233525e+01   3.31233525e+01
  1.52100000e+03   6.30907838e+02   3.30089300e+01   3.30089300e+01
  1.52200000e+03   6.01386293e+02   3.28946095e+01   3.28946095e+01
  1.52300000e+03   5.57565458e+02   3.27803994e+01   3.27803994e+01
  1.52400000e+03   5.70690040e+02   3.26663802e+01   3.26663802e+01
  1.52500000e+03   5.95411501e+02   3.25525106e+01   3.25525106e+01
  1.52600000e+03   6.17386264e+02   3.24388557e+01   3.24388557e+01
  1.52700000e+03   5.63041301e+02   3.23254232e+01   3.23254232e+01
  1.52800000e+03   6.42511998e+02   3.22122715e+01   3.22122715e+01
  1.52900000e+03   6.09973705e+02   3.20994315e+01   3.20994315e+01
  1.53000000e+03   5.64615063e+02   3.19868955e+01   3.19868955e+01
  1.53100000e+03   5.74046779e+02   3.18747009e+01   3.18747009e+01
  1.53200000e+03   6.41832239e+02   3.17628818e+01   3.17628818e+01
  1.53300000e+03   5.87081844e+02   3.16514717e+01   3.16514717e+01
  1.53400000e+03   5.48332734e+02   3.15404827e+01   3.15404827e+01
  1.53500000e+03   5.94677531e+02   3.14299710e+01   3.14299710e+01
  1.53600000e+03   5.43380751e+02   3.13199309e+01   3.13199309e+01
  1.53700000e+03   5.53914371e+02   3.12103960e+01   3.12103960e+01
  1.53800000e+03   5.62982195e+02   3.11014068e+01   3.11014068e+01
  1.53900000e+03   5.85789049e+02   3.09929807e+01   3.09929807e+01
  1.54000000e+03   5.77854016e+02   3.08851641e+01   3.08851641e+01
  1.54100000e+03   5.17584689e+02   3.07779632e+01   3.07779632e+01
  1.54200000e+03   6.15584230e+02   3.06713930e+01   3.06713930e+01
  1.54300000e+03   5.79366706e+02   3.05655128e+01   3.05655128e+01
  1.54400000e+03   5.63620326e+02   3.04603181e+01   3.04603181e+01
  1.54500000e+03   5.47303890e+02   3.03558627e+01   3.03558627e+01
  1.54600000e+03   5.34607245e+02   3.02521348e+01   3.02521348e+01
  1.54700000e+03   5.20927458e+02   3.01491689e+01   3.01491689e+01
  1.54800000e+03   4.96570482e+02   3.00469777e+01   3.00469777e+01
  1.54900000e+03   5.97795846e+02   2.99455955e+01   2.99455955e+01
  1.55000000e+03   5.36899939e+02   2.98450599e+01   2.98450599e+01
  1.55100000e+03   5.57791822e+02   2.97453415e+01   2.97453415e+01
  1.55200000e+03   5.09421170e+02   2.96465049e+01   2.96465049e+01
  1.55300000e+03   4.73327106e+02   2.95485546e+01   2.95485546e+01
  1.55400000e+03   5.23222946e+02   2.94515170e+01   2.94515170e+01
  1.55500000e+03   4.91699586e+02   2.93554092e+01   2.93554092e+01
  1.55600000e+03   5.13274309e+02   2.92602800e+01   2.92602800e+01
  1.55700000e+03   5.29447957e+02   2.91660965e+01   2.91660965e+01
  1.55800000e+03   5.18407573e+02   2.90729164e+01   2.90729164e+01
  1.55900000e+03   5.75666498e+02   2.89807498e+01   2.89807498e+01
  1.56000000e+03   4.94410732e+02   2.88896254e+01   2.88896254e+01
  1.56100000e+03   5.34402006e+02   2.87995729e+01   2.87995729e+01
  1.56200000e+03   4.77826168e+02   2.87105673e+01   2.87105673e+01
  1.56300000e+03   5.40143861e+02   2.86226529e+01   2.86226529e+01
  1.56400000e+03   4.91057226e+02   2.85358212e+01   2.85358212e+01
  1.56500000e+03   4.51498086e+02   2.84501018e+01   2.84501018e+01
  1.56600000e+03   5.19489832e+02   2.83655310e+01   2.83655310e+01
  1.56700000e+03   4.83491240e+02   2.82820637e+01   2.82820637e+01
  1.56800000e+03   4.74061646e+02   2.81997509e+01   2.81997509e+01
  1.56900000e+03   4.88694149e+02   2.81186153e+01   2.81186153e+01
  1.57000000e+03   5.07816952e+02   2.80386379e+01   2.80386379e+01
  1.57100000e+03   4.67769367e+02   2.79598699e+01   2.79598699e+01
  1.57200000e+03   4.34609037e+02   2.78823153e+01   2.78823153e+01
  1.57300000e+03   4.96197780e+02   2.78059720e+01   2.78059720e+01
  1.57400000e+03   4.83558504e+02   2.77308580e+01   2.77308580e+01
  1.57500000e+03   4.46822702e+02   2.76569801e+01   2.76569801e+01
  1.57600000e+03   4.50440066e+02   2.75843814e+01   2.75843814e+01
  1.57700000e+03   5.12527539e+02   2.75130494e+01   2.75130494e+01
  1.57800000e+03   4.47768546e+02   2.74430118e+01   2.74430118e+01
  1.57900000e+03   4.79695342e+02   2.73742452e+01   2.73742452e+01
  1.58000000e+03   4.60546756e+02   2.73067701e+01   2.73067701e+01
  1.58100000e+03   4.82607251e+02   2.72405794e+01   2.72405794e+01
  1.58200000e+03   4.60743649e+02   2.71756785e+01   2.71756785e+01
  1.58300000e+03   4.54585745e+02   2.71121306e+01   2.71121306e+01
  1.58400000e+03   4.68946801e+02   2.70498546e+01   2.70498546e+01
  1.58500000e+03   4.40826662e+02   2.69888959e+01   2.69888959e+01
  1.58600000e+03   4.60420173e+02   2.69292552e+01   2.69292552e+01
  1.58700000e+03   5.08991446e+02   2.68709361e+01   2.68709361e+01
  1.58800000e+03   4.65224219e+02   2.68139400e+01   2.68139400e+01
  1.58900000e+03   4.11561094e+02   2.67583041e+01   2.67583041e+01
  1.59000000e+03   3.74749577e+02   2.67039919e+01   2.67039919e+01
  1.59100000e+03   4.68070294e+02   2.66510168e+01   2.66510168e+01
  1.59200000e+03   4.55717446e+02   2.65993850e+01   2.65993850e+01
  1.59300000e+03   4.30958947e+02   2.65491177e+01   2.65491177e+01
  1.59400000e+03   4.22219997e+02   2.65001959e+01   2.65001959e+01
  1.59500000e+03   4.44596117e+02   2.64526540e+01   2.64526540e+01
  1.59600000e+03   4.47555110e+02   2.64064348e+01   2.64064348e+01
  1.59700000e+03   4.54051497e+02   2.63615824e+01   2.63615824e+01
  1.59800000e+03   4.34742315e+02   2.63180502e+01   2.63180502e+01
  1.59900000e+03   4.32075128e+02   2.62758830e+01   2.62758830e+01
  1.60000000e+03   4.07618206e+02   2.62350613e+01   2.62350613e+01
  1.60100000e+03   4.21212346e+02   2.61955776e+01   2.61955776e+01
  1.60200000e+03   4.03087933e+02   2.61574307e+01   2.61574307e+01
  1.60300000e+03   3.71236368e+02   2.61206177e+01   2.61206177e+01
  1.60400000e+03   4.25303428e+02   2.60851422e+01   2.60851422e+01
  1.60500000e+03   4.89315553e+02   2.60509928e+01   2.60509928e+01
  1.60600000e+03   4.70205233e+02   2.60181808e+01   2.60181808e+01
  1.60700000e+03   3.88818613e+02   2.59866933e+01   2.59866933e+01
  1.60800000e+03   3.84297724e+02   2.59565299e+01   2.59565299e+01
  1.60900000e+03   4.37756685e+02   2.59276903e+01   2.59276903e+01
  1.61000000e+03   3.62878171e+02   2.59001687e+01   2.59001687e+01
  1.61100000e+03   3.96673804e+02   2.58739838e+01   2.58739838e+01
  1.61200000e+03   4.47428651e+02   2.58490887e+01   2.58490887e+01
  1.61300000e+03   4.00428246e+02   2.58255116e+01   2.58255116e+01
  1.61400000e+03   3.94142371e+02   2.58032075e+01   2.58032075e+01
  1.61500000e+03   4.26749932e+02   2.57821818e+01   2.57821818e+01
  1.61600000e+03   3.98115130e+02   2.57624363e+01   2.57624363e+01
  1.61700000e+03   4.01865879e+02   2.57439385e+01   2.57439385e+01
  1.61800000e+03   3.92007389e+02   2.57266957e+01   2.57266957e+01
  1.61900000e+03   4.01262037e+02   2.57107219e+01   2.57107219e+01
  1.62000000e+03   4.19435090e+02   2.56959418e+01   2.56959418e+01
  1.62100000e+03   4.24018643e+02   2.56823993e+01   2.56823993e+01
  1.62200000e+03   3.79556106e+02   2.56700547e+01   2.56700547e+01
  1.62300000e+03   3.99387919e+02   2.56589206e+01   2.56589206e+01
  1.62400000e+03   3.87822750e+02   2.56489728e+01   2.56489728e+01
  1.62500000e+03   3.97005742e+02   2.56402121e+01   2.56402121e+01
  1.62600000e+03   4.07199909e+02   2.56326250e+01   2.56326250e+01
  1.62700000e+03   4.24655269e+02   2.56262040e+01   2.56262040e+01
  1.62800000e+03   4.17020780e+02   2.56209307e+01   2.56209307e+01
  1.62900000e+03   3.91302518e+02   2.56167931e+01   2.56167931e+01
  1.63000000e+03   3.76199212e+02   2.56137640e+01   2.56137640e+01
  1.63100000e+03   3.75828267e+02   2.56118551e+01   2.56118551e+01
  1.63200000e+03   4.06063236e+02   2.56110614e+01   2.56110614e+01
  1.63300000e+03   4.12479199e+02   2.56113225e+01   2.56113225e+01
  1.63400000e+03   4.09853783e+02   2.56126528e+01   2.56126528e+01
  1.63500000e+03   3.65739320e+02   2.56150233e+01   2.56150233e+01
  1.63600000e+03   3.65126945e+02   2.56184341e+01   2.56184341e+01
  1.63700000e+03   4.18220866e+02   2.56228568e+01   2.56228568e+01
  1.63800000e+03   4.31123207e+02   2.56283027e+01   2.56283027e+01
  1.63900000e+03   4.00254624e+02   2.56347207e+01   2.56347207e+01
  1.64000000e+03   4.22588033e+02   2.56421181e+01   2.56421181e+01
  1.64100000e+03   4.13471124e+02   2.56504897e+01   2.56504897e+01
  1.64200000e+03   3.40969082e+02   2.56597882e+01   2.56597882e+01
  1.64300000e+03   3.67981945e+02   2.56700241e+01   2.56700241e+01
  1.64400000e+03   4.27659749e+02   2.56811662e+01   2.56811662e+01
  1.64500000e+03   3.56180924e+02   2.56932452e+01   2.56932452e+01
  1.64600000e+03   3.85996844e+02   2.57061790e+01   2.57061790e+01
  1.64700000e+03   3.66044539e+02   2.57199944e+01   2.57199944e+01
  1.64800000e+03   3.95654480e+02   2.57346303e+01   2.57346303e+01
  1.64900000e+03   3.70508085e+02   2.57501010e+01   2.57501010e+01
  1.65000000e+03   4.14485949e+02   2.57663991e+01   2.57663991e+01
  1.65100000e+03   4.51365820e+02   2.57834886e+01   2.57834886e+01
  1.65200000e+03   3.69246758e+02   2.58013471e+01   2.58013471e+01
  1.65300000e+03   3.77803638e+02   2.58199583e+01   2.58199583e+01
  1.65400000e+03   3.74703796e+02   2.58392922e+01   2.58392922e+01
  1.65500000e+03   4.04459378e+02   2.58593622e+01   2.58593622e+01
  1.65600000e+03   3.69485545e+02   2.58801381e+01   2.58801381e+01
  1.65700000e+03   3.93351287e+02   2.59015923e+01   2.59015923e+01
  1.65800000e+03   3.97612235e+02   2.59237127e+01   2.59237127e+01
  1.65900000e+03   3.91966840e+02   2.59464683e+01   2.59464683e+01
  1.66000000e+03   4.26548354e+02   2.59698610e+01   2.59698610e+01
  1.66100000e+03   4.18223008e+02   2.59938634e+01   2.59938634e+01
  1.66200000e+03   3.47431509e+02   2.60184575e+01   2.60184575e+01
  1.66300000e+03   4.06005882e+02   2.60436240e+01   2.60436240e+01
  1.66400000e+03   3.57760202e+02   2.60693445e+01   2.60693445e+01
  1.66500000e+03   4.01985898e+02   2.60956030e+01   2.60956030e+01
  1.66600000e+03   4.39398925e+02   2.61223930e+01   2.61223930e+01
  1.66700000e+03   3.85793385e+02   2.61496714e+01   2.61496714e+01
  1.66800000e+03   3.68946045e+02   2.61774484e+01   2.61774484e+01
  1.66900000e+03   3.93057377e+02   2.62056741e+01   2.62056741e+01
  1.67000000e+03   3.87725962e+02   2.62343390e+01   2.62343390e+01
  1.67100000e+03   3.90478864e+02   2.62634377e+01   2.62634377e+01
  1.67200000e+03   3.79865722e+02   2.62929667e+01   2.62929667e+01
  1.67300000e+03   3.59969312e+02   2.63228841e+01   2.63228841e+01
  1.67400000e+03   4.33114061e+02   2.63531499e+01   2.63531499e+01
  1.67500000e+03   3.56965183e+02   2.63837950e+01   2.63837950e+01
  1.67600000e+03   3.96052211e+02   2.64147632e+01   2.64147632e+01
  1.67700000e+03   3.89808391e+02   2.64460647e+01   2.64460647e+01
  1.67800000e+03   4.08769901e+02   2.64776528e+01   2.64776528e+01
  1.67900000e+03   3.56401492e+02   2.65095426e+01   2.65095426e+01
  1.68000000e+03   4.04199608e+02   2.65416904e+01   2.65416904e+01
  1.68100000e+03   3.92630333e+02   2.65741010e+01   2.65741010e+01
  1.68200000e+03   3.37767719e+02   2.66067349e+01   2.66067349e+01
  1.68300000e+03   4.05528051e+02   2.66395687e+01   2.66395687e+01
  1.68400000e+03   3.83588164e+02   2.66726253e+01   2.66726253e+01
  1.68500000e+03   4.03536442e+02   2.67058527e+01   2.67058527e+01
  1.68600000e+03   3.56758408e+02   2.67392550e+01   2.67392550e+01
  1.68700000e+03   3.99356558e+02   2.67728127e+01   2.67728127e+01
  1.68800000e+03   3.62124395e+02   2.68064730e+01   2.68064730e+01
  1.68900000e+03   3.80802281e+02   2.68402647e+01   2.68402647e+01
  1.69000000e+03   3.76243060e+02   2.68741545e+01   2.68741545e+01
  1.69100000e+03   3.65482444e+02   2.69081283e+01   2.69081283e+01
  1.69200000e+03   3.94810114e+02   2.69421576e+01   2.69421576e+01
  1.69300000e+03   3.90259605e+02   2.69762349e+01   2.69762349e+01
  1.69400000e+03   4.05337818e+02   2.70103484e+01   2.70103484e+01
  1.69500000e+03   4.00871914e+02   2.70444772e+01   2.70444772e+01
  1.69600000e+03   3.80947037e+02   2.70786188e+01   2.70786188e+01
  1.69700000e+03   3.99245183e+02   2.71127209e+01   2.71127209e+01
  1.69800000e+03   4.14420179e+02   2.71467881e+01   2.71467881e+01
  1.69900000e+03   3.43914954e+02   2.71808114e+01   2.71808114e+01
  1.70000000e+03   3.87146523e+02   2.72147981e+01   2.72147981e+01
  1.70100000e+03   4.37650170e+02   2.72486891e+01   2.72486891e+01
  1.70200000e+03   4.37761019e+02   2.72825077e+01   2.72825077e+01
  1.70300000e+03   3.94943816e+02   2.73162302e+01   2.73162302e+01
  1.70400000e+03   4.05858751e+02   2.73498233e+01   2.73498233e+01
  1.70500000e+03   4.26582507e+02   2.73832934e+01   2.73832934e+01
  1.70600000e+03   4.29199566e+02   2.74166370e+01   2.74166370e+01
  1.70700000e+03   3.86135363e+02   2.74498107e+01   2.74498107e+01
  1.70800000e+03   3.63410601e+02   2.74828317e+01   2.74828317e+01
  1.70900000e+03   4.20990895e+02   2.75156766e+01   2.75156766e+01
  1.71000000e+03   3.96599093e+02   2.75483186e+01   2.75483186e+01
  1.71100000e+03   4.05957927e+02   2.75807599e+01   2.75807599e+01
  1.71200000e+03   3.62090651e+02   2.76129804e+01   2.76129804e+01
  1.71300000e+03   4.06591629e+02   2.76449443e+01   2.76449443e+01
  1.71400000e+03   4.10956355e+02   2.76766848e+01   2.76766848e+01
  1.71500000e+03   3.81455915e+02   2.77081718e+01   2.77081718e+01
  1.71600000e+03   3.48932061e+02   2.77393990e+01   2.77393990e+01
  1.71700000e+03   4.22219178e+02   2.77703320e+01   2.77703320e+01
  1.71800000e+03   4.02152414e+02   2.78010253e+01   2.78010253e+01
  1.71900000e+03   3.75863710e+02   2.78314126e+01   2.78314126e+01
  1.72000000e+03   3.96725789e+02   2.78614989e+01   2.78614989e+01
  1.72100000e+03   3.73076951e+02   2.78912940e+01   2.78912940e+01
  1.72200000e+03   4.20447811e+02   2.79207629e+01   2.79207629e+01
  1.72300000e+03   4.14440049e+02   2.79499146e+01   2.79499146e+01
  1.72400000e+03   3.64683659e+02   2.79787225e+01   2.79787225e+01
  1.72500000e+03   3.87035775e+02   2.80072055e+01   2.80072055e+01
  1.72600000e+03   4.50015937e+02   2.80353574e+01   2.80353574e+01
  1.72700000e+03   3.57862004e+02   2.80631288e+01   2.80631288e+01
  1.72800000e+03   3.99123165e+02   2.80905330e+01   2.80905330e+01
  1.72900000e+03   3.65242681e+02   2.81175574e+01   2.81175574e+01
  1.73000000e+03   3.89328400e+02   2.81442235e+01   2.81442235e+01
  1.73100000e+03   4.29069347e+02   2.81704803e+01   2.81704803e+01
  1.73200000e+03   4.23735980e+02   2.81963517e+01   2.81963517e+01
  1.73300000e+03   3.82415247e+02   2.82218293e+01   2.82218293e+01
  1.73400000e+03   4.15940786e+02   2.82469023e+01   2.82469023e+01
  1.73500000e+03   4.21481250e+02   2.82715679e+01   2.82715679e+01
  1.73600000e+03   4.33454460e+02   2.82958498e+01   2.82958498e+01
  1.73700000e+03   4.04465465e+02   2.83196982e+01   2.83196982e+01
  1.73800000e+03   3.81604865e+02   2.83431300e+01   2.83431300e+01
  1.73900000e+03   4.08204405e+02   2.83661431e+01   2.83661431e+01
  1.74000000e+03   4.00716351e+02   2.83887447e+01   2.83887447e+01
  1.74100000e+03   4.73883196e+02   2.84109193e+01   2.84109193e+01
  1.74200000e+03   3.82581039e+02   2.84326252e+01   2.84326252e+01
  1.74300000e+03   3.80963181e+02   2.84539253e+01   2.84539253e+01
  1.74400000e+03   3.51539491e+02   2.84747921e+01   2.84747921e+01
  1.74500000e+03   3.91238255e+02   2.84952017e+01   2.84952017e+01
  1.74600000e+03   3.41165174e+02   2.85151485e+01   2.85151485e+01
  1.74700000e+03   4.06804942e+02   2.85346528e+01   2.85346528e+01
  1.74800000e+03   4.25983949e+02   2.85537065e+01   2.85537065e+01
  1.74900000e+03   3.49990042e+02   2.85723164e+01   2.85723164e+01
  1.75000000e+03   3.92880722e+02   2.85904762e+01   2.85904762e+01
  1.75100000e+03   3.66769870e+02   2.86081716e+01   2.86081716e+01
  1.75200000e+03   3.51220836e+02   2.86254350e+01   2.86254350e+01
  1.75300000e+03   3.69336977e+02   2.86422510e+01   2.86422510e+01
  1.75400000e+03   3.50618734e+02   2.86586191e+01   2.86586191e+01
  1.75500000e+03   3.64096719e+02   2.86745331e+01   2.86745331e+01
  1.75600000e+03   4.11853384e+02   2.86900124e+01   2.86900124e+01
  1.75700000e+03   3.82751180e+02   2.87050479e+01   2.87050479e+01
  1.75800000e+03   3.91529509e+02   2.87196481e+01   2.87196481e+01
  1.75900000e+03   4.00529732e+02   2.87338255e+01   2.87338255e+01
  1.76000000e+03   3.78369149e+02   2.87475351e+01   2.87475351e+01
  1.76100000e+03   3.88988891e+02   2.87608135e+01   2.87608135e+01
  1.76200000e+03   3.22919117e+02   2.87736532e+01   2.87736532e+01
  1.76300000e+03   4.04752935e+02   2.87860863e+01   2.87860863e+01
  1.76400000e+03   4.01920051e+02   2.87980508e+01   2.87980508e+01
  1.76500000e+03   3.81057680e+02   2.88096199e+01   2.88096199e+01
  1.76600000e+03   3.78700576e+02   2.88207412e+01   2.88207412e+01
  1.76700000e+03   3.83276782e+02   2.88314448e+01   2.88314448e+01
  1.76800000e+03   3.90610312e+02   2.88417564e+01   2.88417564e+01
  1.76900000e+03   3.72465157e+02   2.88516395e+01   2.88516395e+01
  1.77000000e+03   3.80861766e+02   2.88611439e+01   2.88611439e+01
  1.77100000e+03   3.73503657e+02   2.88702576e+01   2.88702576e+01
  1.77200000e+03   4.19928880e+02   2.88789504e+01   2.88789504e+01
  1.77300000e+03   3.54022111e+02   2.88872779e+01   2.88872779e+01
  1.77400000e+03   3.13775802e+02   2.88952277e+01   2.88952277e+01
  1.77500000e+03   3.81323469e+02   2.89027821e+01   2.89027821e+01
  1.77600000e+03   3.86204396e+02   2.89099927e+01   2.89099927e+01
  1.77700000e+03   3.72675556e+02   2.89168272e+01   2.89168272e+01
  1.77800000e+03   3.58967879e+02   2.89233123e+01   2.89233123e+01
  1.77900000e+03   3.93398181e+02   2.89294218e+01   2.89294218e+01
  1.78000000e+03   4.03895461e+02   2.89352053e+01   2.89352053e+01
  1.78100000e+03   3.64034017e+02   2.89406339e+01   2.89406339e+01
  1.78200000e+03   3.36785507e+02   2.89457396e+01   2.89457396e+01
  1.78300000e+03   3.40112745e+02   2.89505256e+01   2.89505256e+01
  1.78400000e+03   4.03080010e+02   2.89549889e+01   2.89549889e+01
  1.78500000e+03   4.21245971e+02   2.89591365e+01   2.89591365e+01
  1.78600000e+03   3.82814127e+02   2.89629879e+01   2.89629879e+01
  1.78700000e+03   3.71248764e+02   2.89665480e+01   2.89665480e+01
  1.78800000e+03   3.58805037e+02   2.89698153e+01   2.89698153e+01
  1.78900000e+03   4.14872300e+02   2.89728043e+01   2.89728043e+01
  1.79000000e+03   3.76920214e+02   2.89755558e+01   2.89755558e+01
  1.79100000e+03   3.75370592e+02   2.89780178e+01   2.89780178e+01
  1.79200000e+03   3.41694956e+02   2.89802282e+01   2.89802282e+01
  1.79300000e+03   3.70957333e+02   2.89821788e+01   2.89821788e+01
  1.79400000e+03   3.86136189e+02   2.89839309e+01   2.89839309e+01
  1.79500000e+03   3.75161307e+02   2.89854221e+01   2.89854221e+01
  1.79600000e+03   3.90080002e+02   2.89866911e+01   2.89866911e+01
  1.79700000e+03   3.64893788e+02   2.89877768e+01   2.89877768e+01
  1.79800000e+03   3.47594236e+02   2.89886133e+01   2.89886133e+01
  1.79900000e+03   4.00575737e+02   2.89892606e+01   2.89892606e+01
  1.80000000e+03   3.54846092e+02   2.89897582e+01   2.89897582e+01
  1.80100000e+03   3.35057706e+02   2.89900522e+01   2.89900522e+01
  1.80200000e+03   3.59457541e+02   2.89901847e+01   2.89901847e+01
  1.80300000e+03   3.29359635e+02   2.89901546e+01   2.89901546e+01
  1.80400000e+03   3.41849799e+02   2.89900001e+01   2.89900001e+01
  1.80500000e+03   3.49232122e+02   2.89897127e+01   2.89897127e+01
  1.80600000e+03   3.47430475e+02   2.89892635e+01   2.89892635e+01
  1.80700000e+03   3.41449405e+02   2.89887311e+01   2.89887311e+01
  1.80800000e+03   3.38544360e+02   2.89880947e+01   2.89880947e+01
  1.80900000e+03   3.49914700e+02   2.89873359e+01   2.89873359e+01
  1.81000000e+03   3.77693918e+02   2.89865090e+01   2.89865090e+01
  1.81100000e+03   3.01492129e+02   2.89856124e+01   2.89856124e+01
  1.81200000e+03   4.02270808e+02   2.89846600e+01   2.89846600e+01
  1.81300000e+03   3.57271732e+02   2.89836449e+01   2.89836449e+01
  1.81400000e+03   2.98696499e+02   2.89825530e+01   2.89825530e+01
  1.81500000e+03   3.47694333e+02   2.89814537e+01   2.89814537e+01
  1.81600000e+03   3.58662485e+02   2.89803421e+01   2.89803421e+01
  1.81700000e+03   3.24308646e+02   2.89792161e+01   2.89792161e+01
  1.81800000e+03   3.47351697e+02   2.89780662e+01   2.89780662e+01
  1.81900000e+03   3.01996130e+02   2.89769398e+01   2.89769398e+01
  1.82000000e+03   3.40809594e+02   2.89758297e+01   2.89758297e+01
  1.82100000e+03   3.44795076e+02   2.89747482e+01   2.89747482e+01
  1.82200000e+03   3.05443381e+02   2.89736923e+01   2.89736923e+01
  1.82300000e+03   3.19731768e+02   2.89727237e+01   2.89727237e+01
  1.82400000e+03   3.57245991e+02   2.89717903e+01   2.89717903e+01
  1.82500000e+03   3.90479636e+02   2.89709194e+01   2.89709194e+01
  1.82600000e+03   3.31288084e+02   2.89701155e+01   2.89701155e+01
  1.82700000e+03   2.96880547e+02   2.89694220e+01   2.89694220e+01
  1.82800000e+03   3.37884158e+02   2.89688471e+01   2.89688471e+01
  1.82900000e+03   3.14350921e+02   2.89683601e+01   2.89683601e+01
  1.83000000e+03   3.12052255e+02   2.89679787e+01   2.89679787e+01
  1.83100000e+03   2.82615539e+02   2.89677702e+01   2.89677702e+01
  1.83200000e+03   2.95686237e+02   2.89676773e+01   2.89676773e+01
  1.83300000e+03   3.16880457e+02   2.89677589e+01   2.89677589e+01
  1.83400000e+03   3.08815745e+02   2.89679670e+01   2.89679670e+01
  1.83500000e+03   3.40921748e+02   2.89683546e+01   2.89683546e+01
  1.83600000e+03   3.38362983e+02   2.89689549e+01   2.89689549e+01
  1.83700000e+03   2.99802924e+02   2.89697471e+01   2.89697471e+01
  1.83800000e+03   2.66819463e+02   2.89707031e+01   2.89707031e+01
  1.83900000e+03   3.52300443e+02   2.89719150e+01   2.89719150e+01
  1.84000000e+03   2.85856150e+02   2.89733134e+01   2.89733134e+01
  1.84100000e+03   3.71642663e+02   2.89749726e+01   2.89749726e+01
  1.84200000e+03   3.08579709e+02   2.89768756e+01   2.89768756e+01
  1.84300000e+03   2.77969825e+02   2.89789997e+01   2.89789997e+01
  1.84400000e+03   3.15124146e+02   2.89814228e+01   2.89814228e+01
  1.84500000e+03   3.09106380e+02   2.89841129e+01   2.89841129e+01
  1.84600000e+03   2.75313057e+02   2.89870848e+01   2.89870848e+01
  1.84700000e+03   2.94081201e+02   2.89903247e+01   2.89903247e+01
  1.84800000e+03   2.98899475e+02   2.89938973e+01   2.89938973e+01
  1.84900000e+03   3.09189071e+02   2.89977878e+01   2.89977878e+01
  1.85000000e+03   3.27166703e+02   2.90019875e+01   2.90019875e+01
  1.85100000e+03   2.81975356e+02   2.90065273e+01   2.90065273e+01
  1.85200000e+03   3.57744552e+02   2.90114037e+01   2.90114037e+01
  1.85300000e+03   3.29648055e+02   2.90166089e+01   2.90166089e+01
  1.85400000e+03   3.26494586e+02   2.90221843e+01   2.90221843e+01
  1.85500000e+03   3.07714993e+02   2.90281210e+01   2.90281210e+01
  1.85600000e+03   2.51715934e+02   2.90344203e+01   2.90344203e+01
  1.85700000e+03   3.00272455e+02   2.90410858e+01   2.90410858e+01
  1.85800000e+03   2.67198941e+02   2.90481510e+01   2.90481510e+01
  1.85900000e+03   3.15617879e+02   2.90556022e+01   2.90556022e+01
  1.86000000e+03   3.05692594e+02   2.90634544e+01   2.90634544e+01
  1.86100000e+03   3.12981688e+02   2.90717313e+01   2.90717313e+01
  1.86200000e+03   2.96051082e+02   2.90804067e+01   2.90804067e+01
  1.86300000e+03   2.29813073e+02   2.90895039e+01   2.90895039e+01
  1.86400000e+03   2.80402813e+02   2.90990335e+01   2.90990335e+01
  1.86500000e+03   2.79139234e+02   2.91090267e+01   2.91090267e+01
  1.86600000e+03   2.77498158e+02   2.91194354e+01   2.91194354e+01
  1.86700000e+03   2.83724568e+02   2.91302985e+01   2.91302985e+01
  1.86800000e+03   2.80114761e+02   2.91416448e+01   2.91416448e+01
  1.86900000e+03   2.42061704e+02   2.91534181e+01   2.91534181e+01
  1.87000000e+03   2.87896913e+02   2.91656639e+01   2.91656639e+01
  1.87100000e+03   2.73790342e+02   2.91784172e+01   2.91784172e+01
  1.87200000e+03   2.75166823e+02   2.91916162e+01   2.91916162e+01
  1.87300000e+03   2.67454117e+02   2.92053196e+01   2.92053196e+01
  1.87400000e+03   2.92345315e+02   2.92194850e+01   2.92194850e+01
  1.87500000e+03   2.54211074e+02   2.92341823e+01   2.92341823e+01
  1.87600000e+03   2.74231106e+02   2.92493732e+01   2.92493732e+01
  1.87700000e+03   2.74141796e+02   2.92650365e+01   2.92650365e+01
  1.87800000e+03   2.99847635e+02   2.92812474e+01   2.92812474e+01
  1.87900000e+03   2.44338670e+02   2.92979753e+01   2.92979753e+01
  1.88000000e+03   3.08781537e+02   2.93151802e+01   2.93151802e+01
  1.88100000e+03   3.08024671e+02   2.93329589e+01   2.93329589e+01
  1.88200000e+03   2.74009189e+02   2.93512684e+01   2.93512684e+01
  1.88300000e+03   2.79648581e+02   2.93700799e+01   2.93700799e+01
  1.88400000e+03   2.74362541e+02   2.93894602e+01   2.93894602e+01
  1.88500000e+03   2.19774192e+02   2.94093960e+01   2.94093960e+01
  1.88600000e+03   2.56400748e+02   2.94298739e+01   2.94298739e+01
